1302,1510
1367,2205
1453,2231
823,352
1627,230
1088,1253
879,217
1495,774
727,2019
967,662
1735,1576
1930,2094
1217,1887
977,2067
143,1090
1362,1279
1532,1733
1426,403
1903,1963
535,1092
383,1026
60,709
188,327
1274,2475
961,2156
570,1093
963,360
1346,2396
1031,1308
1420,1238
1194,373
830,564
299,1650
1686,216
1959,167
397,122
98,2358
1386,1845
1003,2360
1835,1417
1366,50
1477,2399
243,2298
1028,1891
285,870
866,323
1263,2440
1124,71
1226,1422
1597,2229
423,2271
1111,2177
1787,1889
192,562
548,438
830,364
1991,4
228,1463
838,498
167,1255
1125,14
471,886
722,102
130,431
207,2378
1608,887
1057,1996
1115,1727
1651,2390
669,59
1120,2262
624,702
922,1223
434,2430
905,2012
1207,1849
757,1402
1377,915
531,2270
55,1602
1821,1215
1526,145
543,2297
768,1095
1301,1907
1387,830
113,1941
108,866
54,1579
672,2287
1353,1156
1826,149
239,1629
337,2476
1812,287
1335,1676
1915,189
832,2322
618,817
1756,1951
889,44
940,161
175,1899
1673,1462
1973,2025
24,1807
1571,1138
1213,2266
17,1010
1173,993
576,1697
1964,587
772,220
864,2238
473,398
1574,490
1509,1460
1070,159
278,521
1989,1630
1628,642
1508,191
907,227
1455,1414
1853,345
1078,803
1893,1989
627,84
1979,1392
1221,2352
1726,158
1063,1382
35,743
960,2175
596,86
66,1843
1253,507
1328,1551
1557,2482
117,1870
921,1472
611,2015
1500,331
100,2493
560,110
1616,399
378,622
1084,503
982,868
234,998
784,1411
70,810
894,1112
1886,1080
1862,874
1175,513
279,1241
475,1070
1475,833
1667,604
1802,453
1159,1469
801,440
1169,1391
1983,2353
1547,2146
1201,75
1256,244
1580,17
1422,198
1372,1396
221,2234
115,2491
573,1567
1885,1260
61,748
1447,2490
783,1007
874,2401
506,1213
388,377
706,836
1093,228
1459,2254
488,745
1160,796
782,1750
1011,777
179,2054
1354,559
1116,1364
62,920
1172,224
439,1401
428,819
335,637
731,1146
202,1045
1427,1721
636,1114
1267,2484
399,1939
1920,1470
659,240
209,679
1839,690
438,409
472,2079
267,1580
517,508
1622,1337
1919,2258
1895,1056
1415,712
321,757
445,910
247,954
1881,2116
1918,1528
834,809
1170,1203
199,808
405,814
968,1360
22,477
665,500
162,262
1224,1862
810,2082
155,779
250,2064
1156,731
1717,1397
1264,223
21,594
36,1317
1854,2041
1697,1810
168,1958
1433,985
1624,2386
873,575
142,1585
1559,932
416,194
109,1195
1940,1622
593,21
742,2281
919,1701
1464,1160
673,2355
716,2160
1439,625
848,1050
1260,964
942,636
1939,737
441,589
1897,221
480,1122
1431,2163
702,1083
456,337
1472,2184
1448,2172
1798,2469
539,1170
1790,292
1807,586
1545,2451
1507,447
319,1720
613,174
246,2351
1730,1344
1987,1352
735,1127
610,661
730,943
1770,1932
1541,732
1547,2143
1710,2125
302,379
575,1714
1820,190
1178,1049
1355,185
1662,2425
45,907
737,65
1706,349
532,1609
764,1373
1672,846
159,784
78,1719
1369,1854
776,2069
1364,272
1137,310
1789,1287
473,1178
124,366
1435,139
1040,1076
789,1846
1994,1533
1065,284
689,1072
1434,2193
1425,1038
1065,1704
685,2176
69,2319
394,570
1152,1197
1543,2157
395,2497
637,619
1110,721
1479,1624
1029,1758
1670,1970
1664,1986
424,1065
812,1367
818,1832
1409,783
242,2152
1406,728
431,1105
1776,1651
1254,1351
1054,68
600,2256
26,200
1602,2483
1796,1219
1909,2174
895,1228
1732,1709
907,1183
1542,2272
1410,825
140,542
1734,1102
1525,2061
700,1111
1499,1184
1839,2003
421,169
259,116
252,1972
746,2391
412,1371
695,2200
606,1393
601,730
719,2178
1813,1378
211,92
402,539
1570,1272
1923,1710
185,1564
446,2339
761,444
1209,178
709,854
681,1052
116,2343
51,387
323,1842
1564,115
1092,192
1250,2380
99,1741
1289,556
1164,1444
1025,901
763,548
1527,309
171,1247
785,2181
153,912
1774,525
1568,1524
612,1280
1017,1914
972,378
1825,1888
795,2278
1992,1012
292,328
203,517
1102,1915
1625,771
1654,678
1340,195
1215,849
793,1919
583,2024
1688,475
149,1088
1067,1291
1889,708
1825,107
1405,186
182,2282
845,412
1811,1755
739,2031
210,705
216,257
307,73
1883,530
597,1607
1234,1584
917,516
567,109
868,937
1136,1098
1191,152
1779,1530
371,1476
682,2109
79,2420
1395,1902
1676,1256
552,1571
758,511
178,1812
479,607
852,479
1271,738
1461,2465
825,956
1550,2496
891,296
1097,1503
19,1583
1210,104
841,561
1278,1946
462,1566
327,2216
1944,1821
1480,1730
430,720
1270,99
1105,2303
361,2011
1055,319
1216,472
1023,1808
1237,176
295,537
871,2077
249,365
30,277
1769,1236
1102,1075
811,1347
1069,2039
526,2017
1855,1231
422,2395
1200,1658
1943,2006
1681,577
1063,1073
1661,439
85,1133
1604,346
1619,2382
1955,2320
1846,1452
607,509
1515,2330
533,1404
1817,166
88,1844
520,1350
593,644
1551,2376
1537,621
408,744
560,1190
1511,1769
1376,2093
1859,1410
1225,1305
1344,1318
50,1434
345,750
1575,2170
1359,931
265,333
467,2495
1929,1368
469,801
347,2023
231,746
255,1777
850,615
329,33
885,2122
353,2196
59,478
1009,2086
193,519
1622,1504
1616,1100
677,93
884,999
76,1998
482,1759
241,1520
816,2474
674,1014
1757,764
1721,1166
93,289
16,572
1549,26
1629,1192
389,1257
1022,2366
582,695
944,211
140,952
390,1513
369,1277
1240,1357
125,2063
594,2433
1655,1890
1847,1716
453,1752
1797,372
1430,2289
1228,16
1896,1388
744,776
1470,1403
316,1682
331,2255
1286,396
1578,77
404,2078
1002,922
1810,183
258,1597
914,1823
1767,2331
489,1692
1323,1673
1607,1290
1129,1418
984,487
1956,1665
1329,1047
1843,1064
409,126
1249,1937
1852,1479
133,129
641,1486
964,2179
273,2034
957,2154
638,32
1463,1756
290,1806
897,1798
441,897
296,270
588,2448
499,671
1010,1945
1911,2186
559,1225
1432,2373
1700,775
451,1623
130,1459
1972,1667
67,401
1714,24
334,2478
1970,704
1768,1596
699,2114
1534,1155
726,2123
229,2431
751,1118
512,265
293,755
1609,1577
1989,2224
973,2388
92,1151
817,258
1528,967
933,696
1923,347
672,1684
172,2203
57,213
770,1057
256,209
1027,2283
1506,1655
195,1297
1943,1094
863,2099
498,1581
177,232
1403,133
495,788
691,524
1484,212
1697,1334
1601,1377
1741,807
946,1135
1892,536
213,2261
655,148
1733,1468
1320,256
555,2035
1136,1455
1462,2002
854,1822
923,1499
1660,1380
771,1557
1818,1545
379,2055
1251,491
486,2472
998,1771
417,371
257,250
1668,1993
589,1449
433,1725
1693,1361
107,156
201,651
156,1429
1589,290
1360,1898
857,1935
1167,1819
1536,1936
1185,83
1998,179
291,1912
1436,1859
1603,2014
1401,1144
338,291
1640,2389
598,389
1975,630
1279,1511
251,1835
713,1067
1098,1339
1739,665
1094,1644
12,488
1652,2286
1996,1019
1503,60
456,2117
281,2334
1411,938
1504,2180
795,991
656,672
746,1625
1901,1438
1669,795
724,1142
1874,2306
175,170
325,280
1298,2348
457,2053
1020,1283
275,1979
411,357
979,512
837,29
127,434
160,1592
497,1588
787,1550
1214,1217
980,1003
1144,2337
436,725
1925,259
1178,2481
643,111
664,2250
827,573
990,295
780,1657
551,218
1019,2084
53,436
1898,1176
1047,2032
1284,7
649,335
450,992
1554,899
862,865
135,2221
1900,2071
1077,46
287,2000
1049,374
1498,590
614,2335
218,470
1883,800
700,873
363,225
216,1911
1094,2060
1636,2033
1554,1857
414,547
326,481
1866,2083
1598,996
1018,1546
1557,2148
1691,710
151,1298
1272,473
1203,1011
647,1672
1649,390
1592,1424
1532,299
420,2155
1312,437
987,2106
1242,91
1086,242
1605,2115
912,759
1518,1976
924,103
415,263
202,1813
1887,1751
163,1481
1078,698
1041,1227
1935,2359
1356,1723
322,1791
1311,2137
1937,393
1751,1663
1342,1954
285,1323
965,1233
1190,376
1440,2432
949,541
92,1765
497,1336
277,1465
510,162
712,645
1576,1494
666,2211
114,1242
1316,458
1486,1802
1695,1139
1376,497
1085,827
74,1568
1597,427
181,667
755,552
752,1263
1488,1467
871,1171
1388,1681
1299,1208
580,1561
1336,646
1648,53
1280,20
13,2182
1530,786
470,914
960,144
1101,2251
378,1487
247,2325
1997,1988
723,322
170,2402
1456,1158
902,78
315,446
785,1938
1285,2249
366,805
698,1886
1193,1562
1877,1395
1903,880
1981,959
488,1640
623,1861
1355,1117
516,960
1929,72
979,214
911,112
605,990
1899,533
332,2412
1822,1649
1941,1875
653,763
1982,505
401,2230
779,1189
1573,1960
1623,120
156,1669
1417,2453
796,823
1781,1169
1794,382
1458,1150
995,420
244,1129
956,2072
999,1433
379,1301
1561,1
1255,1229
359,794
1692,1212
768,670
748,1398
89,2197
1192,842
1341,1811
1524,235
881,197
384,2016
1864,2428
809,1443
617,544
887,2492
529,316
1133,1538
1953,1541
1181,231
599,1943
1024,1539
305,1439
1787,2328
1827,2073
652,1033
1971,1432
265,1140
220,62
1015,1453
1612,445
479,1785
128,972
1018,579
1095,1405
96,818
1391,1836
374,273
1122,2085
1090,812
1241,640
145,694
106,1207
1870,199
1663,2344
382,693
1188,94
27,1754
1808,770
1933,1903
314,882
950,1782
1910,2166
1601,1615
396,97
905,1328
903,1965
584,2013
41,1621
847,545
1512,1110
72,1913
1491,334
753,550
272,40
105,2316
993,153
77,264
1967,566
326,2225
733,2243
234,89
1269,2414
863,736
1917,1816
530,1600
343,789
1457,1603
1763,358
654,1198
1737,1293
798,2136
1646,123
1958,1346
558,1252
233,1874
875,1502
237,1728
52,673
1837,951
1080,1626
1705,616
1157,1614
1701,2215
1407,1675
1765,1940
1074,2312
920,2028
1799,1113
1913,2005
925,2212
1017,2468
607,961
227,840
1552,1825
386,950
492,1636
978,1627
574,1934
1962,1883
84,1739
1196,1707
139,2277
1211,2394
430,733
642,80
442,127
1356,1686
1952,1016
1059,2209
634,1039
1148,2452
190,595
355,2422
1544,884
556,2118
431,1314
1844,534
1517,1128
1772,233
1140,2096
568,1687
1145,2423
1100,1258
1296,241
545,2494
1518,363
650,2397
1925,1778
1594,523
1736,2371
1867,716
529,2189
640,538
1443,639
756,826
1531,119
913,1345
34,1106
1926,1969
1154,1209
1798,1555
164,64
423,2357
697,515
1304,2092
1008,723
1963,369
824,634
1641,927
1363,1824
1739,188
707,618
1710,1950
1147,1516
571,114
89,1896
364,1770
1559,895
1423,557
1759,506
416,652
1584,769
1179,2301
537,987
1460,182
1174,90
1331,2381
1262,1387
1468,1764
542,1329
196,1952
1404,989
939,2408
1133,476
1516,1269
1719,274
42,1354
173,307
502,1670
1529,1818
1021,815
1309,1773
754,1865
1569,406
888,1558
962,2100
1496,1652
1236,719
922,981
713,1775
1428,2269
1771,1974
489,742
1561,2455
263,1082
1740,689
284,443
1107,248
1058,208
1849,1307
380,1063
1454,2058
1291,368
1257,326
1375,1137
844,1457
550,1237
20,1794
1801,2310
650,1815
226,318
670,1540
680,312
667,1926
281,1175
1397,1270
200,685
176,1582
1965,1141
778,641
1276,1214
158,1466
553,926
1006,1240
405,968
166,966
1657,450
565,643
557,146
1523,25
1949,1480
1784,1288
1927,1858
1898,467
1936,1776
1974,1689
183,463
1200,1617
994,560
165,1612
280,128
1250,428
1690,301
1242,676
141,1374
1396,1840
271,1523
1441,978
784,1834
1211,2121
902,1549
1261,300
254,1613
108,864
1446,54
846,2459
1327,493
209,832
1014,2338
573,574
377,2407
129,118
1119,1148
1653,359
1437,894
1871,1271
1465,2257
1782,1440
1671,1379
1245,578
468,841
604,42
1743,1695
1292,2242
1538,1221
1785,554
712,2356
660,13
936,2424
1579,1978
918,2377
187,659
229,1315
462,1068
1482,2187
1332,1514
932,2364
1104,862
191,397
47,1711
743,583
11,1826
576,806
678,1034
1052,2087
1001,674
297,1027
738,2447
966,824
1440,1309
1060,1925
531,1982
504,1654
1162,2292
131,206
289,304
1749,1091
1445,958
1930,2245
1424,749
1310,850
90,407
947,2246
104,1708
1449,1025
1704,918
569,160
880,1191
1238,1828
878,1628
1048,2020
161,2487
1711,1753
649,703
1293,35
121,1506
1625,314
1111,469
609,1677
1976,1796
1950,747
1305,2213
238,1134
224,1331
1248,722
1800,1008
1916,1703
818,843
1082,1343
515,1420
856,857
1607,1426
222,58
1841,1908
1809,2220
6,2153
1041,514
1695,2144
859,1496
1400,1900
928,2457
298,404
653,1829
1347,260
1842,2207
1510,933
1752,2406
733,1430
927,2134
1209,686
976,1897
931,1159
1265,380
709,1578
833,2458
1746,2247
18,2219
1042,1456
317,2480
1620,2240
350,1483
1030,597
1942,1428
775,855
900,2290
1754,459
239,2365
562,1458
1345,1262
767,2467
477,1423
807,1125
1497,2102
1535,1529
25,294
12,1473
1204,2068
1978,2051
352,653
831,466
1472,154
1294,2466
3,900
503,2206
781,1043
1904,421
1897,2070
1227,203
1339,489
1555,2279
1348,279
765,462
1605,2222
1586,2354
621,724
1402,629
1478,2089
1339,688
84,1173
339,2
855,2036
1413,1860
1389,275
1057,384
511,442
1050,201
1788,821
1409,2435
1823,751
109,668
1816,2059
1429,1699
357,752
1066,714
615,1691
1644,2140
1434,713
954,1864
840,1537
1233,1041
432,2158
1313,138
189,1618
1053,306
23,585
1698,2198
1761,994
1665,2314
83,1119
1932,303
1961,124
1361,727
732,2145
1153,1722
68,2095
282,2309
184,1261
1310,105
1912,281
1191,1485
1679,1918
997,2185
1745,471
541,711
1114,715
951,1814
561,1369
1036,2253
1809,1635
945,423
942,1015
851,1180
577,2202
1666,34
1464,1327
1349,790
714,2274
610,1431
245,2318
1005,1956
1003,1490
934,1866
808,988
1281,1389
1000,81
40,753
1753,904
1278,1131
410,492
1984,2076
1139,2379
991,2434
804,1266
1383,1243
1563,940
777,609
1620,2488
1948,2194
1108,246
208,1086
745,1575
2000,2132
367,441
1837,1761
186,1421
974,1251
1035,1235
1523,276
1643,1760
666,1446
1696,2128
1582,9
1198,1784
1596,1040
800,31
94,1735
1748,1949
503,2307
1197,970
310,773
819,141
336,2264
381,1920
1635,1177
1595,2265
1394,451
1126,226
1106,253
64,98
935,1985
1792,2342
214,2045
1252,2442
780,1419
1707,1500
174,243
585,1461
291,756
1227,308
1061,181
260,1869
1614,1526
478,1574
80,1246
225,903
749,137
151,605
1010,449
1451,1611
906,1882
729,741
1770,1123
953,1296
1051,2044
435,2021
1861,532
393,1608
103,2081
426,157
1114,1966
1235,1030
1954,354
1174,1694
1473,2413
465,1805
513,57
572,2037
1747,535
1880,633
1520,1497
1962,1018
1381,1013
427,1660
544,2004
154,1639
1153,2317
1934,924
444,313
147,320
71,1968
443,424
436,1904
914,175
1407,563
1589,974
1044,135
723,1995
1716,204
522,1103
1851,1616
790,2267
358,1738
1999,1947
1161,1563
194,1230
4,502
1986,254
1422,2168
1056,1590
1220,332
101,911
1645,1029
1581,1594
1368,875
802,1559
1894,278
1600,1145
1118,2346
1936,2288
1380,1250
552,2111
1501,2363
188,2052
119,2080
1029,2046
1494,582
745,1801
843,1363
626,813
418,2398
1474,1488
1646,1762
872,2236
1127,1442
1851,2027
1384,1353
1189,768
693,61
882,163
1378,6
1134,1218
1077,2489
1300,1054
1590,113
1902,205
789,2368
1834,125
1728,1053
205,2204
1415,1867
1758,1348
1995,853
1980,1495
688,1964
466,348
1219,1174
661,325
1682,551
231,100
1694,375
1354,1415
525,1876
248,2400
1064,1324
938,1234
760,919
1034,1827
1424,2066
362,2164
36,1292
1074,928
1043,1386
1804,1074
1351,902
1266,1980
1452,1338
696,1999
894,52
1413,1569
120,729
1385,1097
1334,1731
959,2268
460,165
1687,1265
1868,1659
232,1757
1401,1737
1946,581
1004,2311
627,1570
1039,1407
595,245
1595,1789
1725,2385
955,2443
620,1595
221,1990
1009,655
170,1560
1037,620
440,429
334,2372
1113,1839
1414,388
262,2217
1533,765
1260,1204
288,2018
1674,935
276,1638
1713,2403
1512,74
1692,2411
200,1683
1540,1726
458,2456
532,1326
448,2409
152,1009
269,1987
1993,1992
687,1781
1046,45
1071,2208
1113,499
1282,180
813,1211
1426,329
835,1734
631,1931
876,1071
1487,69
591,677
762,1881
1027,1556
1207,85
1591,997
1650,699
1155,1606
1373,982
717,2214
1285,1645
675,3
476,324
1469,2008
1884,1051
791,39
138,8
1522,2112
1723,2441
150,1340
169,930
1521,584
21,456
1390,632
1287,1302
134,2119
1290,606
33,2232
274,528
1888,2235
349,342
1055,70
192,2065
1119,1358
1783,2418
1734,76
1259,1779
1510,351
287,1884
886,948
1617,1994
203,19
1610,1977
766,108
455,283
81,1264
676,361
587,691
1755,1081
1773,608
616,408
237,1957
523,400
1724,2056
1130,344
1180,1162
747,1847
747,797
1838,355
346,143
1831,1732
1684,88
35,1167
1323,2127
1089,394
1988,302
1539,1917
633,1587
1168,1474
