1211,1819,2021-12-15 15:19:55
1819,1539,2017-06-21 00:17:44
1539,1819,2021-10-26 04:14:18
1819,90,2020-08-31 04:39:24
90,1819,2021-02-12 05:29:44
544,1436,2017-07-19 01:50:04
1436,544,2017-04-01 00:39:54
544,1528,2020-12-26 22:49:44
1528,544,2020-11-03 05:11:36
544,1056,2022-02-14 01:10:30
1056,544,2017-12-18 15:49:44
544,889,2018-11-01 06:21:59
889,544,2019-07-27 14:23:55
544,1189,2022-04-30 22:46:39
1189,544,2022-04-10 02:40:56
544,1106,2018-10-27 01:20:01
1106,544,2021-09-26 07:24:03
544,1592,2022-02-28 03:05:57
1592,544,2022-01-05 00:12:04
544,552,2020-04-19 19:33:36
552,544,2021-12-13 08:51:25
1426,147,2021-10-22 05:56:04
147,1426,2021-03-06 02:57:06
1426,603,2020-01-19 05:57:59
603,1426,2018-05-25 22:28:32
1426,1922,2022-04-10 04:10:41
1922,1426,2018-02-08 19:26:03
1426,854,2019-05-14 00:02:44
854,1426,2021-12-26 02:55:01
1426,1472,2019-10-17 10:36:09
1472,1426,2021-09-30 00:57:48
1426,1001,2019-02-26 09:20:59
1001,1426,2017-10-17 15:08:15
1426,822,2017-07-20 06:41:51
822,1426,2019-07-23 06:28:44
1426,1834,2021-02-08 00:04:27
1834,1426,2021-12-30 20:54:29
1426,524,2021-07-08 08:58:31
524,1426,2021-10-05 23:00:16
1426,1605,2018-03-09 03:08:12
1605,1426,2017-07-22 07:28:10
1426,1210,2021-03-15 17:33:33
1210,1426,2018-05-09 17:03:57
1426,1429,2021-10-14 07:35:53
1429,1426,2018-02-26 07:30:08
1426,713,2021-05-03 00:14:13
713,1426,2018-03-26 15:57:16
1978,208,2021-07-31 22:34:48
208,1978,2017-11-25 19:42:56
1978,752,2021-07-17 04:41:27
752,1978,2021-07-31 06:00:57
1978,1850,2021-04-26 21:11:06
1850,1978,2020-05-25 21:59:11
1978,358,2021-04-06 20:13:15
358,1978,2018-12-26 16:58:34
1978,1022,2020-10-08 21:44:04
1022,1978,2021-08-24 06:50:48
1978,993,2020-02-14 02:44:10
993,1978,2022-01-17 10:16:42
1978,442,2019-09-28 15:30:17
442,1978,2017-04-10 22:16:48
1978,641,2020-06-10 02:06:29
641,1978,2020-03-11 17:49:53
1978,1233,2021-02-10 13:50:49
1233,1978,2017-04-09 02:51:35
1978,1858,2021-06-15 05:51:42
1858,1978,2018-04-13 05:29:17
1978,1990,2017-11-30 11:17:11
1990,1978,2021-08-24 19:09:07
1978,202,2017-07-15 07:02:43
202,1978,2021-02-01 20:27:39
1978,1242,2022-03-21 11:01:31
1242,1978,2019-09-13 17:57:32
1978,1301,2021-09-22 05:48:47
1301,1978,2019-09-21 14:16:01
1978,384,2017-05-22 16:49:03
384,1978,2020-10-30 16:13:46
1978,500,2020-01-26 06:43:01
500,1978,2022-05-27 20:00:18
1978,482,2019-12-01 07:18:02
482,1978,2019-05-30 01:09:30
1978,896,2021-08-23 11:06:13
896,1978,2021-12-24 20:59:38
1978,267,2020-12-03 06:12:42
267,1978,2022-01-20 18:13:24
1978,1420,2017-12-21 01:48:04
1420,1978,2021-11-08 11:02:16
1978,833,2021-08-15 19:57:52
833,1978,2019-07-14 15:58:40
655,1339,2020-10-20 01:23:07
1339,655,2021-08-27 07:14:09
655,1553,2017-07-06 07:46:06
1553,655,2021-08-25 03:52:49
655,1274,2019-05-12 06:21:03
1274,655,2020-02-03 15:22:36
655,945,2019-10-20 21:00:56
945,655,2021-07-22 09:33:50
655,676,2020-02-02 20:58:12
676,655,2018-02-08 21:53:53
655,1117,2019-04-24 02:31:07
1117,655,2020-07-13 14:11:56
655,1240,2021-12-22 10:04:20
1240,655,2018-04-28 22:58:16
655,428,2020-01-17 19:18:11
428,655,2022-02-21 04:51:15
655,1580,2021-10-13 14:35:56
1580,655,2017-07-18 17:49:07
655,128,2022-04-14 00:40:48
128,655,2020-03-31 12:18:35
655,1112,2022-04-05 06:42:48
1112,655,2022-05-30 15:33:58
655,950,2017-12-30 18:34:27
950,655,2021-12-31 05:11:50
655,788,2019-02-03 12:12:42
788,655,2020-03-10 03:06:49
655,1065,2019-09-20 07:05:44
1065,655,2019-07-26 17:46:56
697,1951,2022-04-03 17:01:58
1951,697,2017-06-19 01:12:49
697,270,2021-10-05 18:01:08
270,697,2022-03-31 22:53:05
697,358,2021-10-28 17:13:52
358,697,2017-10-31 09:03:13
697,1562,2018-10-15 23:04:00
1562,697,2018-10-27 02:21:49
697,221,2021-07-21 02:03:40
221,697,2019-09-16 23:39:25
697,1276,2021-04-07 19:07:19
1276,697,2018-11-21 13:22:19
697,1685,2020-01-23 20:34:57
1685,697,2021-11-07 14:33:15
697,1906,2019-12-02 23:46:15
1906,697,2018-03-05 13:18:46
697,1937,2017-07-02 00:04:38
1937,697,2021-07-30 19:40:51
697,374,2020-09-25 04:45:41
374,697,2017-12-29 15:15:43
697,1398,2022-03-22 20:19:31
1398,697,2019-07-11 23:22:53
697,1872,2021-06-23 18:08:16
1872,697,2018-05-09 09:07:48
697,1908,2020-01-19 01:31:35
1908,697,2020-07-09 14:03:59
697,1101,2017-09-13 01:32:38
1101,697,2021-05-13 04:55:28
697,1450,2020-04-25 00:04:14
1450,697,2017-10-11 18:46:27
697,253,2022-02-08 17:27:42
253,697,2021-03-02 04:49:03
697,1933,2019-07-08 17:54:12
1933,697,2021-04-10 22:45:48
697,281,2021-08-05 13:42:26
281,697,2022-03-09 05:02:53
697,94,2019-12-19 03:54:45
94,697,2020-04-22 14:56:40
697,1613,2021-02-02 17:20:21
1613,697,2018-04-09 05:39:03
1020,888,2017-07-31 18:37:39
888,1020,2022-02-23 12:35:01
1020,103,2020-01-27 21:54:35
103,1020,2022-03-26 12:41:44
1988,1522,2019-10-14 14:13:41
1522,1988,2019-03-12 13:55:49
1988,1036,2020-12-31 13:24:30
1036,1988,2020-04-27 02:22:54
1988,1119,2018-08-16 22:36:58
1119,1988,2018-09-01 20:06:36
1988,1891,2020-11-04 17:44:59
1891,1988,2020-06-26 16:20:10
1988,1693,2020-08-04 19:56:18
1693,1988,2018-04-27 20:13:31
1988,1597,2021-11-12 12:20:55
1597,1988,2017-10-30 05:57:10
1988,857,2021-07-22 05:04:02
857,1988,2017-07-10 11:56:47
1988,1748,2021-03-03 02:11:33
1748,1988,2022-05-11 02:21:12
1988,1294,2017-04-26 18:42:33
1294,1988,2017-12-31 00:58:44
1988,1924,2021-01-31 20:41:49
1924,1988,2019-06-08 05:42:32
1988,651,2022-01-28 05:02:17
651,1988,2018-05-24 01:33:50
1988,1774,2018-10-18 04:42:34
1774,1988,2021-01-22 14:38:44
1988,657,2017-07-14 18:32:36
657,1988,2018-01-20 12:47:18
1988,821,2018-01-15 15:04:33
821,1988,2019-11-18 11:09:10
1988,1538,2019-02-05 07:52:09
1538,1988,2021-05-27 18:13:19
1988,645,2021-11-27 18:16:24
645,1988,2018-09-04 17:27:01
1988,1726,2021-08-07 03:15:42
1726,1988,2017-09-22 11:07:46
413,317,2022-02-27 22:00:12
317,413,2022-03-22 07:02:02
413,677,2021-07-02 18:37:13
677,413,2017-06-08 13:27:14
413,1147,2018-05-28 17:02:03
1147,413,2019-11-24 20:33:39
16,710,2020-07-20 07:31:48
710,16,2018-06-03 06:23:38
16,723,2019-02-02 17:14:58
723,16,2018-12-29 13:06:47
16,1545,2020-07-05 12:32:59
1545,16,2021-12-18 09:52:30
16,749,2021-10-25 18:03:01
749,16,2020-03-05 18:37:09
16,564,2021-11-06 17:42:13
564,16,2020-09-25 05:32:03
16,1776,2018-11-22 11:42:25
1776,16,2022-01-19 14:10:31
16,366,2017-12-27 10:11:34
366,16,2020-01-05 10:10:25
16,1960,2022-01-02 15:31:02
1960,16,2021-10-24 08:43:04
16,1593,2017-05-24 10:09:10
1593,16,2018-04-20 16:20:50
16,1451,2019-01-27 15:53:31
1451,16,2018-11-28 18:56:15
16,1704,2017-07-08 15:46:47
1704,16,2019-10-02 12:49:26
16,764,2020-08-15 05:02:05
764,16,2020-06-21 13:15:26
16,206,2022-05-04 02:28:26
206,16,2022-02-26 20:14:56
16,1315,2022-03-20 13:00:34
1315,16,2020-08-19 10:55:18
16,1962,2021-01-02 13:10:14
1962,16,2017-05-01 03:47:51
16,1050,2019-03-24 12:29:18
1050,16,2020-10-01 07:56:00
16,894,2020-04-27 22:06:40
894,16,2020-08-22 17:57:17
16,555,2022-01-17 22:20:53
555,16,2017-11-13 08:13:11
16,334,2018-04-29 03:07:54
334,16,2017-05-12 18:52:58
16,702,2019-08-24 04:56:09
702,16,2019-10-03 04:10:44
16,156,2020-11-03 22:01:05
156,16,2022-01-10 09:22:57
16,814,2017-06-07 17:36:27
814,16,2022-03-31 12:34:35
16,946,2020-08-16 14:04:36
946,16,2018-12-03 09:10:01
16,789,2017-07-31 00:03:29
789,16,2019-08-30 13:33:05
16,1164,2022-01-21 06:40:41
1164,16,2017-07-30 02:30:54
16,1649,2021-12-01 16:20:09
1649,16,2021-06-17 11:00:47
507,1231,2022-03-23 11:10:58
1231,507,2017-06-26 09:15:37
507,1121,2021-09-21 00:40:55
1121,507,2022-03-16 16:41:30
507,670,2021-04-19 16:53:48
670,507,2020-01-30 11:34:52
507,114,2019-02-06 07:23:10
114,507,2019-03-12 04:51:11
507,828,2020-11-13 02:04:23
828,507,2022-02-13 21:12:59
507,770,2021-02-18 09:46:01
770,507,2019-03-20 05:12:46
507,73,2019-12-18 01:19:14
73,507,2020-12-30 01:10:56
507,1589,2020-06-30 11:26:54
1589,507,2020-09-24 02:27:16
507,174,2019-05-22 15:44:18
174,507,2021-08-18 06:36:38
507,1943,2017-11-26 08:37:50
1943,507,2019-11-07 23:58:32
507,306,2017-09-10 11:40:46
306,507,2021-03-19 14:41:10
507,725,2020-08-14 04:29:58
725,507,2022-03-27 23:01:38
507,1315,2020-02-24 03:02:38
1315,507,2019-08-12 01:17:59
507,1209,2020-09-18 11:24:15
1209,507,2018-04-12 14:40:41
958,1952,2017-04-09 16:25:13
1952,958,2018-12-19 14:29:01
958,509,2019-05-23 13:37:49
509,958,2019-07-26 00:28:34
958,1323,2022-04-27 07:29:29
1323,958,2019-08-20 05:02:17
958,1512,2020-07-30 23:58:46
1512,958,2020-07-02 17:29:56
958,304,2017-04-25 13:28:45
304,958,2021-06-29 23:44:41
958,581,2021-12-19 11:30:23
581,958,2018-12-04 10:09:30
958,355,2022-03-21 15:38:58
355,958,2018-08-06 19:07:31
958,632,2021-10-28 18:03:54
632,958,2020-11-04 06:03:15
958,1782,2019-09-10 23:11:59
1782,958,2018-05-12 15:47:24
958,190,2022-01-04 13:16:22
190,958,2018-10-08 12:42:14
958,10,2018-06-24 18:43:18
10,958,2020-03-06 17:35:34
249,742,2020-09-24 08:35:11
742,249,2019-08-31 19:48:24
249,261,2021-03-09 12:27:11
261,249,2017-08-12 08:08:30
249,1580,2019-05-20 20:06:34
1580,249,2020-03-31 05:46:55
249,420,2017-06-19 09:49:06
420,249,2019-01-23 00:39:29
249,1991,2022-02-08 02:31:45
1991,249,2021-04-14 12:13:31
249,754,2017-12-31 11:59:12
754,249,2017-09-09 14:06:32
1562,1686,2017-04-29 22:15:48
1686,1562,2020-10-23 00:47:43
1562,302,2021-06-25 11:25:53
302,1562,2020-08-08 14:43:56
1562,1964,2019-11-04 21:48:24
1964,1562,2021-05-05 14:43:40
1562,807,2018-07-19 01:46:42
807,1562,2022-04-22 06:02:07
1562,276,2019-09-24 17:43:54
276,1562,2017-08-03 11:44:25
1562,1276,2018-03-15 21:27:40
1276,1562,2018-01-04 21:26:41
1562,702,2020-06-24 00:47:29
702,1562,2019-08-10 23:24:23
1562,136,2021-12-11 14:46:56
136,1562,2020-05-15 02:11:49
1562,1068,2022-04-14 06:20:21
1068,1562,2018-09-14 23:49:39
1562,1285,2020-10-18 13:35:02
1285,1562,2022-05-06 07:23:26
1562,675,2017-05-09 03:45:05
675,1562,2022-02-28 00:24:20
1562,650,2020-04-11 01:39:52
650,1562,2018-08-13 08:07:51
1562,610,2017-11-22 23:37:52
610,1562,2022-02-01 06:17:58
1562,1494,2017-12-23 18:15:06
1494,1562,2018-09-15 16:01:32
1562,1093,2020-12-26 22:58:59
1093,1562,2017-06-21 12:09:52
1562,1707,2021-01-22 12:52:56
1707,1562,2021-05-29 05:52:39
1562,1471,2018-09-02 07:51:45
1471,1562,2019-03-21 03:01:39
1438,1973,2022-01-24 22:44:58
1973,1438,2022-01-30 05:00:06
1438,115,2020-06-19 11:47:06
115,1438,2018-01-19 02:05:46
1438,236,2020-01-25 19:44:02
236,1438,2018-09-21 00:31:28
1438,203,2021-06-28 21:08:09
203,1438,2020-03-12 15:24:20
1438,1764,2020-04-15 02:00:04
1764,1438,2021-09-07 17:48:02
1438,64,2021-08-14 07:20:37
64,1438,2019-11-25 09:30:47
1438,1760,2021-03-09 15:55:14
1760,1438,2020-04-13 13:37:40
1438,1570,2018-11-14 13:32:59
1570,1438,2019-01-15 22:49:16
1438,1252,2020-04-23 06:44:07
1252,1438,2019-04-06 04:54:26
1438,1211,2017-07-13 17:11:32
1211,1438,2020-07-18 21:43:27
1438,477,2020-12-02 07:46:37
477,1438,2017-12-11 12:59:07
1438,712,2020-10-11 04:14:58
712,1438,2017-04-11 09:29:35
1438,1326,2020-02-10 12:57:50
1326,1438,2022-03-09 15:59:57
1438,1771,2022-01-20 00:39:00
1771,1438,2020-08-12 13:23:38
1438,1452,2022-01-31 00:11:59
1452,1438,2021-01-20 23:21:19
1438,1304,2018-01-30 23:47:12
1304,1438,2020-10-04 06:59:04
1438,165,2017-08-09 11:52:18
165,1438,2018-01-30 10:57:23
1438,126,2017-06-27 09:05:01
126,1438,2020-12-27 05:06:25
1438,315,2019-07-19 02:23:32
315,1438,2022-05-13 00:21:32
1438,512,2017-05-15 07:18:45
512,1438,2018-06-17 17:04:55
1438,1453,2018-07-28 22:28:07
1453,1438,2021-04-30 20:50:22
1438,1596,2020-11-07 22:46:54
1596,1438,2021-05-01 09:16:41
1438,852,2020-09-19 11:00:30
852,1438,2019-09-23 07:28:39
1438,1951,2018-12-27 01:56:01
1951,1438,2019-07-08 09:09:09
1438,1555,2019-03-12 07:08:07
1555,1438,2020-04-07 18:27:18
1438,58,2019-12-21 21:46:13
58,1438,2019-10-26 05:08:02
1438,1358,2022-03-06 04:16:51
1358,1438,2022-02-11 22:13:17
1438,1521,2021-04-08 07:04:56
1521,1438,2021-06-26 12:02:47
1438,937,2019-10-05 23:04:03
937,1438,2021-09-25 06:11:18
1438,218,2021-09-24 04:29:23
218,1438,2017-09-08 14:05:22
1836,1673,2018-12-08 06:30:40
1673,1836,2017-11-05 07:16:18
1836,1374,2021-05-13 23:58:58
1374,1836,2021-12-16 04:30:49
1836,749,2021-09-17 10:47:37
749,1836,2018-12-07 18:16:23
1836,1843,2022-02-11 04:04:42
1843,1836,2018-01-27 15:19:56
1836,1968,2018-08-20 09:31:50
1968,1836,2018-12-14 19:55:38
1836,1516,2021-11-21 11:00:05
1516,1836,2018-06-19 09:55:04
1836,120,2020-06-14 12:26:32
120,1836,2019-10-16 08:15:44
1836,1580,2020-02-26 22:34:14
1580,1836,2020-03-17 06:25:54
1836,247,2022-02-24 02:37:24
247,1836,2017-12-08 02:25:46
1836,1739,2020-04-24 04:25:16
1739,1836,2021-02-13 10:49:31
1479,1646,2017-11-07 07:07:06
1646,1479,2018-08-11 12:09:14
1479,1136,2021-08-11 10:02:56
1136,1479,2021-09-30 19:38:22
1479,409,2019-02-06 15:15:04
409,1479,2017-07-04 23:41:17
1479,1133,2017-11-12 12:43:16
1133,1479,2018-06-12 16:31:47
478,240,2020-09-16 07:00:37
240,478,2017-06-17 04:34:51
478,620,2020-11-16 04:10:40
620,478,2017-07-13 06:53:09
478,1598,2017-11-05 19:22:34
1598,478,2019-07-26 16:50:02
478,1732,2022-03-10 02:29:44
1732,478,2019-07-23 20:37:01
478,1853,2018-07-15 20:34:20
1853,478,2020-08-04 07:29:40
478,1441,2019-12-28 05:01:35
1441,478,2022-05-24 09:30:39
478,1519,2021-06-04 18:29:58
1519,478,2017-09-01 00:07:35
478,427,2020-07-18 00:52:38
427,478,2018-02-12 18:42:49
478,457,2021-06-22 05:33:22
457,478,2017-10-26 04:14:26
478,1959,2019-08-27 05:20:13
1959,478,2020-08-07 00:46:46
478,580,2017-05-24 04:17:01
580,478,2022-04-14 17:42:12
478,1032,2017-10-03 02:29:05
1032,478,2018-07-08 15:43:49
478,1725,2020-07-29 22:00:57
1725,478,2019-09-15 00:01:53
478,413,2017-11-18 20:46:04
413,478,2022-01-13 21:06:52
478,509,2018-09-09 11:12:25
509,478,2020-12-03 22:50:58
478,1625,2022-05-06 01:04:20
1625,478,2018-12-24 15:37:00
478,738,2022-04-24 11:08:50
738,478,2017-07-15 16:31:38
478,1169,2018-07-08 15:52:54
1169,478,2018-09-23 05:02:36
478,1336,2018-03-19 04:13:57
1336,478,2020-05-05 13:50:39
478,1344,2020-03-23 20:26:23
1344,478,2019-04-30 00:50:53
478,1801,2019-07-30 09:14:01
1801,478,2017-08-08 03:10:44
478,1084,2020-12-26 19:55:22
1084,478,2020-07-14 00:54:58
478,1724,2019-01-10 12:48:47
1724,478,2021-09-22 22:30:35
478,423,2017-06-08 22:13:33
423,478,2019-02-15 18:54:25
1411,1569,2022-02-12 23:18:23
1569,1411,2020-01-31 21:31:55
1411,1639,2022-02-11 13:27:38
1639,1411,2020-03-17 02:22:13
1411,363,2017-12-16 23:13:26
363,1411,2019-06-13 11:16:17
1411,1542,2017-11-13 16:58:48
1542,1411,2019-10-25 12:44:35
1411,938,2022-04-07 00:53:59
938,1411,2018-02-01 17:14:22
1411,693,2017-11-22 14:46:04
693,1411,2017-10-03 13:29:55
1411,356,2017-04-21 06:40:03
356,1411,2022-03-18 09:56:10
1411,374,2019-03-21 11:59:55
374,1411,2017-05-11 03:24:58
1411,1321,2019-05-15 08:30:05
1321,1411,2019-05-23 04:12:17
1411,1854,2021-08-25 22:57:58
1854,1411,2018-03-29 16:42:53
1411,1276,2020-08-04 01:57:17
1276,1411,2020-02-14 10:00:59
1411,1165,2019-01-07 09:30:33
1165,1411,2021-01-15 16:18:49
1411,1533,2017-11-06 05:23:48
1533,1411,2022-05-02 22:10:00
1411,1054,2022-04-08 21:06:36
1054,1411,2019-09-14 08:30:17
1820,1596,2022-03-15 07:01:23
1596,1820,2021-10-08 21:35:16
1820,1533,2019-12-03 06:38:05
1533,1820,2017-04-02 16:56:11
1820,98,2018-07-12 20:44:36
98,1820,2020-09-15 16:40:47
1820,1451,2021-09-22 10:57:56
1451,1820,2022-05-21 13:47:37
1820,1463,2017-12-31 08:00:06
1463,1820,2018-10-19 14:06:31
1820,1144,2021-08-18 08:39:12
1144,1820,2018-09-07 01:06:31
1820,421,2021-09-07 10:19:19
421,1820,2022-01-21 08:22:08
1820,258,2017-07-15 18:34:52
258,1820,2021-01-17 10:02:53
1820,1539,2020-10-26 11:04:40
1539,1820,2017-05-13 19:16:34
1820,1448,2018-09-28 10:01:36
1448,1820,2022-04-24 14:29:18
1820,1638,2022-02-13 14:33:08
1638,1820,2017-04-13 18:40:07
1820,178,2020-09-23 04:41:14
178,1820,2017-06-27 18:09:36
1820,608,2021-12-31 03:45:37
608,1820,2020-01-30 14:04:29
1820,870,2017-09-03 13:48:05
870,1820,2019-03-05 11:03:17
1820,1015,2022-04-22 04:57:55
1015,1820,2019-12-20 07:50:47
1820,1599,2018-05-09 06:00:02
1599,1820,2022-02-20 17:06:56
1820,1998,2019-03-08 01:19:39
1998,1820,2017-09-04 19:01:38
1820,1329,2022-03-30 06:50:01
1329,1820,2021-01-05 13:28:33
1953,614,2017-08-01 06:08:42
614,1953,2021-05-06 07:18:45
1953,27,2020-03-15 03:04:41
27,1953,2017-11-27 19:17:48
1654,1778,2020-06-29 15:18:19
1778,1654,2019-10-13 16:20:34
1654,1341,2018-10-20 06:06:03
1341,1654,2018-02-07 05:27:21
1654,174,2017-10-18 02:03:25
174,1654,2019-06-02 09:33:04
1654,380,2017-08-05 05:12:28
380,1654,2019-10-13 18:30:07
1654,1777,2017-05-20 06:16:58
1777,1654,2020-11-15 22:23:44
1654,166,2022-04-29 16:09:15
166,1654,2020-11-22 09:20:44
1654,1298,2019-11-08 16:51:42
1298,1654,2022-04-10 14:07:01
1654,140,2022-03-18 07:00:52
140,1654,2022-05-23 04:58:49
1654,1426,2018-11-15 04:45:11
1426,1654,2017-09-29 09:08:10
1654,1434,2021-08-17 18:32:29
1434,1654,2022-05-12 03:12:49
1654,150,2020-09-24 11:56:09
150,1654,2020-08-11 09:10:11
1654,1688,2022-05-07 10:51:11
1688,1654,2018-09-02 15:44:14
1654,51,2022-01-27 23:15:42
51,1654,2022-02-12 14:48:02
1654,1081,2022-02-15 06:15:11
1081,1654,2019-11-26 18:30:01
1654,492,2018-07-16 22:47:34
492,1654,2018-09-28 04:17:38
1654,1056,2018-05-25 15:02:03
1056,1654,2019-01-16 21:03:03
1654,1842,2019-08-08 16:38:48
1842,1654,2020-02-27 06:32:06
1654,1202,2021-03-07 04:22:30
1202,1654,2019-09-24 06:12:56
1654,345,2022-01-19 20:46:29
345,1654,2017-06-15 09:47:20
1654,1924,2017-05-25 16:48:16
1924,1654,2021-08-07 07:23:51
1654,1723,2017-08-20 15:29:04
1723,1654,2017-08-22 04:19:02
1654,828,2022-01-10 02:32:33
828,1654,2018-09-17 10:21:02
1654,1705,2017-04-03 17:49:54
1705,1654,2021-08-17 09:10:27
1654,669,2018-01-25 21:09:23
669,1654,2022-04-11 11:16:02
1563,913,2018-09-06 22:45:44
913,1563,2022-05-31 21:47:39
1563,1631,2017-07-28 23:44:24
1631,1563,2017-06-20 03:12:00
1563,1881,2020-04-15 21:07:17
1881,1563,2021-07-20 03:10:11
1563,618,2018-01-25 14:27:46
618,1563,2017-12-03 02:40:22
1563,524,2020-04-09 12:31:20
524,1563,2017-11-14 14:30:08
1563,295,2020-05-12 13:52:58
295,1563,2020-01-26 08:41:07
1563,1022,2020-01-27 17:39:39
1022,1563,2021-07-08 05:59:20
1563,639,2018-07-14 16:50:17
639,1563,2020-12-14 00:27:04
1563,1427,2019-07-05 19:02:02
1427,1563,2018-07-24 05:53:53
1563,170,2017-08-22 07:36:32
170,1563,2018-01-27 07:39:05
1563,1173,2022-05-22 14:45:59
1173,1563,2018-11-23 16:04:23
1563,501,2020-06-18 08:28:38
501,1563,2021-10-04 12:09:14
1563,1388,2020-05-09 05:48:04
1388,1563,2018-01-16 06:43:38
1563,1294,2020-04-28 13:06:24
1294,1563,2021-01-03 12:14:57
1563,603,2018-11-12 14:24:42
603,1563,2018-04-06 20:57:27
1563,1735,2020-09-09 05:28:08
1735,1563,2020-12-08 15:55:06
1563,1183,2017-05-30 01:56:05
1183,1563,2021-01-11 04:23:07
1563,474,2020-12-28 18:55:06
474,1563,2022-01-11 22:02:24
1563,1986,2020-05-31 15:43:35
1986,1563,2017-04-22 01:54:30
1563,215,2022-05-10 16:49:08
215,1563,2019-02-27 03:49:27
1563,82,2020-01-16 07:36:32
82,1563,2020-10-16 06:30:51
1660,1765,2019-08-07 16:50:40
1765,1660,2019-10-31 13:32:19
1660,535,2020-09-08 19:08:34
535,1660,2021-03-05 21:26:43
1660,1203,2020-05-08 15:51:09
1203,1660,2020-01-03 01:11:52
1660,1597,2020-09-11 19:48:45
1597,1660,2022-02-17 06:27:43
1660,65,2019-07-14 11:56:32
65,1660,2018-10-07 19:15:37
1660,1645,2022-02-14 02:38:07
1645,1660,2021-07-20 15:38:00
1660,1058,2017-11-28 05:52:18
1058,1660,2021-08-18 02:24:17
1660,1478,2017-07-05 08:04:26
1478,1660,2017-11-22 14:14:30
1660,1546,2017-09-19 01:26:24
1546,1660,2022-01-10 00:05:14
1660,205,2017-12-21 22:52:26
205,1660,2022-03-12 06:29:31
1660,1565,2022-01-17 05:06:39
1565,1660,2019-07-01 13:47:14
1660,345,2020-09-15 03:39:35
345,1660,2021-10-27 21:13:11
1660,1242,2019-01-25 04:55:53
1242,1660,2021-02-14 13:26:36
1660,949,2017-09-26 08:13:15
949,1660,2022-02-08 09:52:39
1660,1851,2019-02-01 03:57:48
1851,1660,2020-11-26 07:50:22
1660,978,2021-02-20 03:36:52
978,1660,2020-07-19 06:10:23
1660,1824,2018-06-05 00:17:04
1824,1660,2020-08-10 09:36:09
1660,17,2017-09-08 08:44:27
17,1660,2021-01-25 01:37:41
1660,544,2017-05-02 10:39:24
544,1660,2020-11-26 00:33:50
1660,1425,2017-04-13 20:12:30
1425,1660,2018-11-01 08:19:21
1660,1445,2017-10-30 23:02:39
1445,1660,2017-04-29 00:50:19
1660,1568,2017-10-28 03:07:13
1568,1660,2022-01-27 08:14:08
1660,108,2018-09-18 21:00:55
108,1660,2017-05-04 11:09:50
1660,1861,2017-08-04 01:30:30
1861,1660,2017-08-06 17:34:17
1660,411,2017-06-04 11:22:21
411,1660,2017-09-03 02:42:36
1660,990,2022-03-02 21:26:11
990,1660,2020-02-15 19:45:41
1660,808,2021-08-23 09:40:17
808,1660,2019-01-12 09:55:58
1660,1369,2020-03-07 16:03:33
1369,1660,2018-12-18 17:45:00
199,1101,2019-01-22 19:30:39
1101,199,2017-04-11 02:07:05
199,641,2017-04-03 01:59:55
641,199,2021-09-05 17:05:50
199,897,2018-03-06 04:32:53
897,199,2019-01-02 00:24:53
199,1246,2019-07-15 22:48:03
1246,199,2021-07-04 08:08:07
199,54,2021-08-29 00:58:49
54,199,2021-11-15 21:42:00
199,755,2019-06-01 20:52:28
